url,title,text,category_id
https://www.ukrinform.ua/rubric-culture/4089901-ivanofrankivskij-dramteatr-znajsov-arhivni-dokumenti-ta-zaaviv-pro-vidznacenna-svogo-115ricca.html,Івано-Франківський драмтеатр знайшов архівні документи та заявив про відзначення свого 115-річчя,"Про це на пресконференції повідомив гендиректор-художній керівник Івано-Франківського драмтеатру, народний артист України, Шевченківський лауреат Ростислав Держипільський, передає кореспондент Укрінформу. «Нам вдалося довести, що театральне життя у Станиславові (нині Івано-Франківськ) розпочалось не в 1939 році, як вважали досі. 12 лютого ми будемо святкувати своє 115-річчя, бо 12 лютого 1911 року цей театр відкрився прем’єрою «Наталка Полтавка» за твором Котляревського. Ми маємо найдавнішу історію театру в Україні не за будівлею, а за тяглістю театральної трупи. Усе це доводять архівні документи. Я щасливий, що нам вдалося повернути правду», - зазначив Ростислав Держипільський. За його словами, радянська влада приховала від українців майже 30 років з історії театру. «Ми почали розслідування, запросили театрознавців…Нашим завданням було довести, що сьогоднішній театр є спадкоємцем трупи Тобілевича, заснованої у 1910 році. Було багато темних плям. Найскладнішим періодом виявився період з 1914 до 2021 року», - зізнається Ростислав Держипільський. Він розповідає, що статут товариства «Український народний театр імені Івана Тобілевича» був зареєстрований 10 жовтня 1910 року. Втім у період Першої Світової він був втрачений. У 1921 році театр імені Івана Тобілевича мав намір відновити документи і звернувся за цим до архіву у Львові. Звідти відповіли, що нова реєстрація статуту театру не потрібна і надіслали копію документу про те, що театр імені Івана Тобілевича існував до цього часу безперервно. «Копія цього статуту є у нас в архіві та у архіві Львова. Тоді театр поставив собі за мету організацію театральної школи, побудову стаціонарного приміщення театру, заснування бібліотек, проведення конкурсу та гастролі і все це написано українською у період австро-угорської імперії. Це був новаторський і патріотичний театр. І їм вдалося майже усе. До 1914 року театр поставив близько 50 прем’єр», - запевняє Ростислав Держипільський. Він переконаний, що у 1920-30 роках у театрі працювали найкращі режисери і це був найбільш відомий театр східної Галичини. Тоді львів’яни просили у керівництва залізниці відкрити спеціальний рейс до Станиславова, аби відвідати вистави театру. Нині у Франківському драмтеатрі обіцяють продовжити історичні дослідження і представили до свого 115-річчя showcase. «Від сьогодні і до 15 лютого ми покажемо 14 знакових постановок. Упродовж цих шести днів гості зможуть приїхати і побачити кращі вистави нашого театру», - обіцяє Ростислав Держипільський. Він зауважив, що основний день святкування припадає на 12 лютого. Тоді в театрі покажуть виставу «Фелікс Австрія» за твором Софії Андрухович та сучасну постановку «Наталка Полтавка» від режисера Ростислава Держипільського. Окрім театральної програми, Франківський драмтеатр обіцяє екскурсію з письменником Тарасом Прохаськом, круглий стіл за участю мистецтвознавців та культурологічні лекції про повернення історії театру. Як повідомляло агентство, Франківський драмтеатр відкрив сезон прем’єрою, в якій герої вчаться жити після повернення із фронту ",0
https://www.ukrinform.ua/rubric-culture/4088117-premia-olesa-goncara-ogolosila-nominantiv.html,Премія Олеся Гончара оголосила номінантів,"Як передає Укрінформ, про це повідомило Держмистецтв. Цьогоріч на здобуття премії, яку присуджують за кращі літературні твори, що утверджують ідеали гуманізму, духовні цінності українського народу, ідеї незалежності України, подали заявки 24 кандидати. Так, у 2026 році на звання лавреата премії імені Олеся Гончара претендують: Розглядатиме заявки та подані твори й обиратиме лавреата Комітет з присудження премії. Про результати повідомлять на офіційному сайті Держмистецтв та на сторінках у соцмережах. Як повідомляв Укрінформ, у 2025 році лавреаткою премії імені Олеся Гончара стала письменниця Олена Пшенична за роман «Там, де заходить сонце». Фото ілюстративне Фото Укрінформу можна купити тут",0
https://www.ukrinform.ua/rubric-culture/4085151-biograficnij-film-a-grau-rokki-vijde-u-listopadi.html,Біографічний фільм «Я граю Роккі» вийде у листопаді,"Як передає Укрінформ, про це повідомляє The Hollywood Reporter. Стрічка від кіностудій Amazon Studios та MGM вийде у кінопрокат 20 листопада цього року. Оригінальний фільм «Роккі» вийшов на екрани 50 років тому - 21 листопада 1976 року. Режисером фільму виступає Пітер Фарреллі, який здобув премію «Оскар» за біографічний фільм «Зелена книга» 2018 року. Сценарій написаний Пітером Гемблом. У головній ролі «Я граю в Роккі» - Ентоні Іпполіто. Він грає молодого Сильвестра Сталлоне у цій стрічці, яка розповідає правдиву голлівудську історію «про невідомого актора з непохитним переконанням, що йому судилося не просто написати «Роккі», а йому судилося стати самим Роккі Бальбоа. Отримуючи щоразу відмову, Сталлоне все робить на себе, тримаючись за головну роль, незважаючи на, здавалося б, неможливі шанси на успіх». Раніше Іпполіто зіграв Аль Пачіно в мінісеріалі «Пропозиція» від Paramount. Також до акторського складу увійшли Метт Діллон, Анна-Софія Робб, Пі Джей Бірн, Тобі Кеббелл, Трейсі Леттс, Джей Дюпласс, Стефан Джеймс, Кікі Сето, Роберт Морган, Сол Стайн, Тревор Сен-Джон, Ерік Палладіно та Роб Демері. Як повідомляв Укрінформ, сиквел японського епічного фільму «Ґодзілла мінус один» (Godzilla Minus Zero) вийде в кінопрокат уже у листопаді цього року.  ",0
https://www.ukrinform.ua/rubric-culture/4080950-netflix-pidpisav-ugodu-na-translaciu-filmiv-sony-pictures-pisla-ihnogo-vihodu-v-prokat.html,Netflix підписав угоду на трансляцію фільмів Sony Pictures після їхнього виходу у прокат,"Про це повідомила Deadline, передає Укрінформ. Зазначається, що найважливішим моментом в угоді на суму понад $7 мільярдів є її закордонна частина. Фільми Sony більше не розподілятимуться між кількома платформами в межах закордонного вікна Pay-1, а спочатку будуть ексклюзивно виходити саме на Netflix після їхнього прокату. Видання зауважує, що нова домовленість не стала несподіванкою для ринку. Фільми Sony, зокрема «Люблю тебе ненавидіти» (Anyone But You) та «Покинь, якщо кохаєш» (It Ends With Us), входили до десятки найпопулярніших стрічок на Netflix. Також згадується успіх анімаційного фільму Sony Animation «Кейпоп-мисливиці на демонів» (KPop Demon Hunters), що став найпопулярнішим релізом стримінгу і дебютував з касовими зборами у $19 мільйонів. Як і в межах попередньої угоди Pay-1, Netflix продовжить ліцензувати окремі художні та телевізійні фільми з бібліотеки Sony Pictures Entertainment. Чинну часткову угоду між компаніями уклали у 2022 році та оцінювали у $2,5 мільярда. на п’ять років. Наразі Netflix має права Pay-1 на фільми Sony в США, Німеччині та країнах Південно-Східної Азії. Нова глобальна угода Pay-1 почне розгортатися пізніше цього року, у міру відкриття прав на окремих територіях. Повна глобальна доступність фільмів Sony на Netflix очікується з початку 2029 року і триватиме до 2032 року. Як повідомляв Укрінформ, Paramount та Netflix уже певний час змагаються за контроль над Warner Bros, зокрема її кіно- та телестудіями, а також великою бібліотекою контенту. Серед її прибуткових розважальних франшиз - «Гаррі Поттер», «Гра престолів», «Друзі» та всесвіт DC Comics, а також такі класичні фільми, такі як «Касабланка» та «Громадянин Кейн». 5 грудня Netflix та Warner Bros. Discovery оголосили про угоду на суму $82,7 мільярда. щодо придбання кіно- й телевізійної студії та інших активів. Наприкінці грудня Paramount Skydance оновила свою пропозицію на придбання активів Warner Bros. Discovery, піднявши суму до $108,4 мільярда. Минулого тижня рада директорів корпорації Warner Bros. Discovery відхилила оновлену пропозицію від Paramount Skydance.",0
https://www.ukrinform.ua/rubric-culture/4088208-na-venecijskij-bienale-ukrainu-predstavit-skulptura-olena-z-pokrovska.html,На Венеційській бієнале Україну представить скульптура «Оленя» з Покровська,"Про це розповіли учасники Венеційської бієнале від України в межах діалогової платформи в Українському Домі в Києві, повідомляє кореспондент Укрінформу. Бетонну скульптуру «Олень» авторства української художниці Жанни Кадирової у центральному парку міста Покровська на Донеччині демонтували влітку 2024 року з наближенням бойових дій та евакуацією міста. Ця скульптура стане візитівкою українського павільйону на цьогорічній бієнале у Венеції. Але шлях «Оленя» не обмежується лише участю у бієнале. «Минулої осені розпочався тур ""Оленя"", який називається ""З Покровська до Венеції"". Ми стартували з Києва від моєї майстерні. Потім були селище Ясіня, міста Івано-Франківськ і Львів, після цього ""Олень"" перетнув кордон і опинився у Білостоку в Польщі на моїй персональній виставці. І звідти він помандрує далі по містах Європи - аж до Венеції», - зазначила авторка проєкту художниця Жанна Кадирова. Скульптура стане центром українського проєкту ""Гарантії безпеки"", присвяченого 30 річниці Будапештського меморандуму на цьогорічній бієнале у Венеції. «Усталений світовий порядок та уявлення про нього має бути переосмислено. Україна бере на себе роль сказати, що гарантії безпеки не працюють і мають бути інші. І наш павільйон буде говорити саме цією мовою. Ми сподіваємося, що ""Оленя"" буде поставлено там, де ми хочемо і його буде видно з усіх усюд», - зазначила комісарка національного українського павільйону на виставці у Венеції, віцепрем’єр-міністерка з гуманітарної політики - міністерка культури України Тетяна Бережна. З організаторами бієнале у Венеції домовилися, що скульптуру «Оленя» розташують на набережній одного з каналів «міста на воді». Скульптуру буде підвішено на крані машини, якою її везли від самого Покровська, що символізуватиме «підвішений стан» української культури через війну. Скульптура «Олень» від 2019 року стояла в Покровську на модернізованому постаменті від радянського літака, і стала своєрідною візитівкою міста. Як повідомлялося, авторка скульптури «Олень» Жанна Кадирова - українська художниця і скульпторка. Учасниця групи ""Р.Е.П."" (""Революційний Експериментальний Простір""), яка виникла під час української Помаранчевої революції в Києві 2004 року. Її роботи були представлені на численних виставках по всьому світу. Як повідомляв Укрінформ, LXI Міжнародна виставка сучасного мистецтва - Венеційська бієнале відбудеться з 9 травня по 22 листопада 2026 року, де Україну представить художниця Жанна Кадирова із проєктом «Гарантії безпеки». Кураторами виступу є Ксенія Малих та Леонід Марущак. Основний акцент проєкту - рефлексія на тему війни, пам'яті та безпеки, зокрема через евакуйовану з Покровська скульптуру «Олень». Фото в тексті: Павло Багмут/Укрінформ Більше наших фото можна купити тут ",0
https://www.ukrinform.ua/rubric-culture/4090304-na-rivnensini-predstavili-unikalni-pamatki-rodu-ostrozkih.html,На Рівненщині представили унікальні пам'ятки роду Острозьких,"Як передає Укрінформ, про це у Фейсбуці повідомила Рівненська ОДА. «На Рівненщині тривають заходи з нагоди 500-річчя від дня народження князя Василя-Костянтина Острозького. Сьогодні в обласному краєзнавчому музеї відбулася презентація експозиції «Острозькі на Рівненщині», - йдеться у повідомленні. На виставці представлені унікальні пам’ятки, пов’язані з родиною Острозьких: «Острозька Біблія», дерманський «Октоїх», грамота з ім’ям князя Костянтина Івановича Острозького, документи з печатками Костянтина ІІІ Острозького. Експозиція триває один день, оскільки старовинні документи потребують особливих умов збереження, то через вплив навколишнього середовища їх не можна експонувати довше. Як зазначив заступник голови Рівненської ОДА Ігор Павленко, постать Василя-Костянтина Острозького як визначного державного, громадсько-політичного та культурного діяча поціновують не лише в Україні, а й у Польщі та Литві. Тому надзвичайно важливо на державному рівні вшановувати діячів, які формували українську державницьку традицію і саме в той час, коли Україна виборює свою незалежність і суверенітет. У музеї уперше широкому загалу продемонстровано документ із печаткою князя Костянтина Костянтиновича Острозького — сина Василя-Костянтина. Це витяг із володимирських гродських книг 1585 року. Центральний експонат є важливим джерелом для дослідження правових практик, механізмів здійснення влади та духовних орієнтирів української шляхти XVI століття. Печатка князя підтверджувала справжність документа та засвідчувала авторитет його власника. Заходи з вшанування 500-річчя князя Василя-Костянтина Острозького триватимуть упродовж року. Наступний заплановано наприкінці лютого у Дубенському замку. Як повідомляв Укрінформ, у Рівному в обласному краєзнавчому музеї 11 лютого відкриють одноденну виставку. На Рівненщині депутати Дубенської міськради на сесії підтримали звернення до Верховної Ради та уряду щодо відзначення на державному рівні у 2026 році 500-річчя з дня народження князя Василя-Костянтина Острозького. Костянтин-Василь Острозький - видатний військовий, політичний, культурний та релігійний діяч, магнат, меценат, засновник Острозької академії.",0
https://www.ukrinform.ua/rubric-culture/4081266-jamala-uvijsla-do-zuri-nacvidboru-moldovi-na-evrobacenna.html,Jamala увійшла до журі Нацвідбору Молдови на Євробачення,"Як передає Укрінформ, про це вона повідомила в соціальній мережі Threads. ""Поки всі обговорюють жеребкування, препаті та пісні фіналістів — я вже в дорозі до Молдови"", — зазначила співачка. ""Буду в журі на Національному відборі на Євробачення"", — додала Jamala. Як зазначає Суспільне Культура, Молдова повертається на сцену Євробачення після року перерви. Процесом національного відбору в Молдові керуватимуть продюсери Сергій Орлов і Роман Бурлака. До журі увійдуть 20 людей із двох секцій — 5 з міжнародної і 15 із національної — для забезпечення прозорості та міжнародної конкурентоспроможності. Фінал Нацвідбору Молдови відбудеться 17 січня на Кишинів Арені, у ньому змагатимуться 16 фіналістів. Результати визначатимуться міжнародним журі, молдавським журі та публікою, вага кожного — третина. Попри те, що торік Молдова не брала участь у Євробаченні, у країні все ж пройшов Нацвідбір. Тоді у ньому всьоме взяв участь Тудор Бумбак (Tudor Bumbac), якому на момент прослуховування було 83 роки. Йому ще ні разу не вдалося пройти відбір, але завдяки своїй наполегливості він став справжнім інтернет-феноменом. Як повідомляв Укрінформ, в Україні фінал Національного відбору на Євробачення-2026 відбудеться 7 лютого.",0
https://www.ukrinform.ua/rubric-culture/4085141-ivan-marcuk-prihistiv-kisku-z-frankivskogo-pritulku-vona-zitime-u-vidni.html,Іван Марчук прихистив кішку з франківського притулку - вона житиме у Відні ,"Про це у Фейсбуці повідомила голова БО «Дім Сірка» в Івано-Франківську Наталя Когут, передає Укрінформ. «Сьогодні наша підопічна приїхала додому у Відень, до відомого художника та митця Івана Марчука», - повідомила Наталя Когут.  «Головний його девіз - «Робіть Добро»! Ми робимо його разом!», - додала Наталя Когут. Іван Марчук - український живописець, засновник техніки пльонтанізму, народний художник України, лауреат Національної премії України ім. Шевченка. Як повідомляв Укрінформ, Рада підтримала законопроєкт про гуманні цінності щодо тварин.",0
https://www.ukrinform.ua/rubric-culture/4090583-premia-knizkovih-blogeriv-viznacila-dovgi-spiski-najkrasoi-ukrainskoi-literaturi.html,Премія книжкових блогерів визначила довгі списки найкращої української літератури," Як передає Укрінформ, про це повідомляє Читомо. Удруге премія відзначатиме твори української та перекладної літератури окремо, аби більше приділити уваги саме українському літературному полю. На весняній ""Книжковій країні"" оберуть найкращу українську книжку, видану з травня по березень 2025 року, а на осінній - перекладну. Книжки до довгого списку обирали за особистими вподобаннями журі, популярністю серед читачів, а також тим, чи проводилися за книжкою клуби та обговорення. До довгого списку весняної премії увійшли: Короткий список формують читачі шляхом голосування, яке триватиме до 21 лютого. Підтримати улюблену книжку можна за посиланням. До журі увійшли блогери, з якими ""Книжкова країна"" продовжує співпрацю, а також нові учасники, найчастіше рекомендовані відвідувачами фестивалю та підписниками: Надія Панченко (блог ""SVITLO BIBLIOTEK""); Тетяна Гонченко (блог ""Непозбувний книгочитун""); Юлія Типусак (блог ""Проліт""); Олексій Рафалович (блог ""Перехресні стежки""); Діана Данилюк (блог ""Називай мене Діаночка""); Валентина Комар (блог ""In Book We Trust""); Дмитро Катеруша (блог ""Діма Персик і книги""); Аліса Трубочкіна (блог ""Peake-Week Papers""); Наталія Могила (блог ""Readna""); Оксана Павленко (блог ""Коли ми говоримо про книжки""). Премія книжкових блогерів була заснована у 2024 році фестивалем ""Книжкова країна"". Має на меті обрати найбільш цікаву, обговорювану, книжку, ту, що була видана в Україні протягом року та привернула найбільшу кількість уваги на думку українських блогерів та читачів. Ідея премії не нагородити видавців, авторів чи поділити все за жанрами, а подивитись на книжку як явище. Як повідомляв Укрінформ, переможцем премії весняної “Книжкової країни” у 2025 році стала книжка “Погляд медузи” Любка Дереша, а у 2024 році - роман “Жовтолика” Ребекки Кван. Восени 2025 року перемогу здобули дві книги - “Зайчик” Мони Авад, що вийшла друком у видавництві “Жорж” та “Дім на краю світу” Майкла Каннінґема, видавництво “Лабораторія”.",0
https://www.ukrinform.ua/rubric-culture/4081946-mitec-z-poltavsini-posiv-druge-misce-v-konkursi-lodovih-skulptur-u-francii.html,Митець з Полтавщини посів друге місце в конкурсі льодових скульптур у Франції,"Про це повідомив у Фейсбуці департамент інформаційної діяльності та комунікацій з громадськістю Полтавської ОВА, передає Укрінформ. До фестивалю льодяної скульптури «Вічна історія з льоду», який відбувся на гірськолижному курорті Валлуар у Французьких Альпах, приєднався митець із Полтавщини Олексій Пода. Цьогоріч Олексій посів друге місце у змаганні, в якому взяли участь 20 митців з різних країн світу.  Конкурс проходив просто неба серед гір. Митець представив роботу під назвою ""Out of Mind"". Зазначається, що скульптура має глибокий філософський зміст і відображає внутрішній стан людини. Щороку в січні 20 художників з усього світу перетворюють величезні брили льоду на витвори мистецтва. Цьогоріч фестиваль проходив з 13 по 16 січня - це була 34 річниця проведення заходу. Як повідомляв Укрінформ, у Копенгагені вандал зруйнував скульптури української художниці, що розповідали про війну.",0
